"name","comment","date","rating"
"jennawillow","A little too nonsensical and complicated to reach the heights of the original but I can’t say it wasn’t a good time","18 Jan 2024",3
"Lili","I think they were aiming somewhere between T2 and Empire Strikes Back, and despite some slight wordy bagginess, it pretty much gets there.","27 Jan 2024",5
"Lincoln Stuller","so this all happened in less than 72 hours??","27 Jan 2024",2
"Elias👹","This is my new personality","27 Jan 2024",5
NA,"Take all the mind bending rabbit holes and unfamiliar worlds that you loved from the original AND THROW IT ALL AWAY! Seriously though, how do you remove one of the core elements of what made your movie so popular in the first place, not all bad though, the story is pretty good. This movie is also a horny mess, specifically the cake scene, or when Neo has to make out with that chick to get to the key maker. Just watch the first one and nothing else.",NA,NA
NA,"Trinity is ugly but the movie is goated",NA,NA
"Niki","I just found out this film popularised the use of post-credits scenes as teasers for sequels because I left the credits playing and the trailer for The Matrix Revolutions started after they finished. So, I guess we have the Wachowskis to thank for that one, huh.","27 Jan 2024",4
"ConductorSally","Anyway.","27 Jan 2024",3
"Kévin Castagna","This is a really solid follow up to the first film. It does a good job of both world building and progressing the narrative without it feeling too overwhelming… well, for the most…","22 Jan 2024",4
"EJ (Ellis James)","Got right into it. Didn’t watch the first one. Action packed all the way through and feels kinda short. Made in 2003 and you can see it. Cool concept. Kinda underwhelming and the action sometime sucks. Fighting scenes just as advertised though, kinda good.","27 Jan 2024",5
"Jodie Foster","A ton fait mieux niveau action que matrix reloaded aujourdhui ? Pas sûr.","23 Jan 2024",5
"Krill Laddergoat","When the film outward axial cuts from a mid shot of a slo-mo crashing 4x4 to the same event, but framed through a broken back car window, with The Keymaker looking out towards it...maybe my favourite edit in any film ever. When I rewatched this in March last year, I would think about that cut at least once a day for about two weeks. Oh, and let's not forget the freeway truck ramming match cuts, both of the drivers and…","27 Jan 2024",2
"Frank","Love is all, love is the point, the thesis, it’s everything. Without it, nothing matters.","27 Jan 2024",3
"Zach Kirkland","Watched w Sam PV and Isaac and forgot to log til Friday oopsie","26 Jan 2024",5
"lore","If I had watched that ending in the theatres, I would’ve bumrushed the projector room and broken everything.","27 Jan 2024",3
"Dillon","them actions were off the chain tho","26 Jan 2024",4
"CronoLink91","mixed feelings on this. on the one hand it’s somewhat poorly paced and doesn’t build on the philosophy of the original in a satisfying way (but maybe that’s the point??), but on the other it’s still incredibly well-directed and expands the world in creative and interesting ways. perhaps it will click more once i watch revolutions, did kinda feel like a pt 1/pt 2 situation without actually saying that in the title","26 Jan 2024",3
"Yurky","I want to go to a cave orgy.","24 Jan 2024",2
NA,"mucho sexo",NA,NA
NA,"If not for the pacing of the first thirty minutes or so, I would put this on par with the first film.",NA,NA
NA,"To say this movie is uneven would be an understatement. The first half hour to 45 minutes of this movie is almost pointless, in that the only meaningful information provided to the audience is stuff that could've been summed up in a quarter of the time. Thankfully after that point, the movie takes off in full and finds its (oddly paced) pulse.",NA,NA
NA,"The pseudo-philosophical stuff is back, and though maybe overwrought, these talky scenes provide interesting breathers to the action.…",NA,NA
NA,"Euh alors, bah enfaite Zion c'est une giga boîte de nuit... Néo et Trinity, il ken pendant 3 heures... Et tout le monde va mourir, ah non pas encore.",NA,NA
"KimKong","As expected, this sequel didn't turned out as great as its predecessor but still a worthy follow-up with some great action sequences.","26 Jan 2024",3
"flixxs","didn’t want to see neos booty so…","26 Jan 2024",3
"rorolebon","Matrix Reloaded est une excellente suite qui est dans la continuité du premier sans le dépasser mais en essayant de l’égaler.Les corrégraphies sont sensationnelles, la mise en scène est folle, les acteurs sont dingues, l’univers graphique est hors du commun.Bref, tout ce qu’on attend d’un bon opus Matrix.","26 Jan 2024",4
"ben","Point fort 👍: Les scènes de combats.","26 Jan 2024",5
"EvilAwakening","Point faible 👎: Un léger ventre mou au milieu du film comme dans le premier.","26 Jan 2024",4
"lrzkookie","first matrix kinda got worse on rewatch because I remembered that literally all the most memorable parts of the trilogy for me are from this one. i love this weird ass movie even if i don't get all the philosophical choice talk and whatnot . I love these insane fight scenes where they just keep switching to full cgi and it looks so funny. agent smith is at his absolute best here . what the shit is his problem","26 Jan 2024",3
"View Devlin","Morpheus and Smith carrying as always","26 Jan 2024",4
"GingerTober99","Pas aussi bon que le premier mais bon film tout de même ! Classique de la science fiction en tout cas.","26 Jan 2024",3
"gabriel","crazy vibe shift but i fw it. i love the 3D renders for some of the action shot, genuinely impressive. lot of sick ideas throughout this, i think i fw the more singular narrative tone of the original but i like the epic shit they do here too. i kinda did get confused on like basic plot points at times but i think i’m just kind of stupid.","26 Jan 2024",4
"spicekittens","definitely ahead of its time (cgi wise) at the time of release and I can respect that but it’s aged pretty poorly.","26 Jan 2024",3
"danica","script pretty poor but fights scenes were pretty well choreographed - it’s a shame really, it kind of feels rushed?","26 Jan 2024",3
"Tom B","onto the next i guess","26 Jan 2024",3
NA,"bom",NA,NA
NA,"What if we flew around",NA,NA
NA,"como o segundo prato em um restaurante chique. o primeiro foi incrível, todo mundo estava animado, e aí chega o segundo, e as expectativas ficam nas alturas. alguns dizem que é difícil digerir, mas se você esquecer as comparações e olhar para ele como um prato independente, há muita ação e mistério para saborear. é como se dissesse: ""ei, eu sei que você esperava algo diferente, mas olhe para isso, tem seu próprio charme!"" mesmo com alguns defeitinhos, é uma experiência que vale a pena, especialmente se você não estiver buscando a perfeição gourmet do primeiro filme.",NA,NA
NA,"I swear this shit has got a bit too confusing. The matrix is a bit like fortnite and I’m like neo.",NA,NA
"adevdave","ah yes the horny sequel (and why is cornel west in this lmaoo)","26 Jan 2024",3
"Tom Schedelbauer","me and the boys kicking asses in the matrix before having a rave in the hollow earth😎😎","25 Jan 2024",4
"Jason","Bought a physical copy on 4K bluray so of course had to watch again 😂","26 Jan 2024",4
"sand_eyes","That was cool but the music wasn't rocking like the first and I think it was missing some of its charm bcuz of that","26 Jan 2024",4
"layla!","those aren’t special effects keanu reeves can just do all that irl","25 Jan 2024",4
"Mahmoud Mostafa Khalef Madyan","One of the best sci-fi movies, but the first still the best movie ever!!","10 Jul 2015",3
"bobertb","Incredible action sequences. Not a great story. Certainly entertained me more than the first due to how insane the spectacle is but we did not need a 20-minute overly stylized sex scene or basically any other scene with lengthy exposition.","25 Jan 2024",4
"sp0114","The world-building is rough and the story doesn't develop - at all - but the awesome action is hard to deny.","02 Jan 2024",4
"ro","I get it","21 Jan 2024",4
"xymliveinlb","the way themes about desire and love and choice and Freedom are explored in this film is absolutely crazy Extremely Cool take the Real red pill and study queer theory Oh Man Oh Baby","19 Aug 2021",4
"Angry Nate","动作戏过于精彩又过于多了","25 Jan 2024",3
"Rachel Cowell","Very good! More exposition than action but still doesn’t dull the movie enough to bring it down too much. Also completely forgot this ended the way it does. Part 1","25 Jan 2024",NA
NA,"acts 1 & 2",NA,NA
"Dylan","47","23 Jan 2024",2
"collin_","I never fully got the hype of the action in the first Matrix but I mean in this one yikes","25 Jan 2024",2
"Sophia Portela","matrix reloaded? more like matrix boreloaded. i disliked this one so much that i almost lowered the original down half a star. it has the essence of the original over its own overpowering stench, so i will now associate them with one another.","25 Jan 2024",5
"ShenaniganMan","the narrative is an absolute mess, the fight scenes and dialogue get even cornier. the world building is simultaneously dull and uninspired but also cartoonishly zany at times. the lore is somehow overly complicated but also half…","25 Jan 2024",3
"jefffrivera","This review may contain spoilers. I can handle the truth.","25 Jan 2024",3
"Ry Dog","I am strongly impressed with how the opposites were made about Zion and the ""real world."" How the camera benefits the skin, contact, sexual drive, love, and passion when showing Zion—the dances, the moves, the dances, and the feet touching the ground with mud.","25 Jan 2024",4
"Brian Yu","The questioning conversation about humanity versus technology, who is supposed to be in control, and the fact that it is absolutely not rational that our creation could be dangerous to us.","25 Jan 2024",3
"DrKawasaki","""There is no spoon.""","25 Jan 2024",5
"VincentLord","9 for its action, 9 for its awesome set pieces and moments, 4 for some of my least favorite writing in a movie ever","24 Jan 2024",3
"Baconzitox","Estaba interesante pero no es mejor que la 1","25 Jan 2024",3
"A_DZH","WHATCHA SAY WHATCHA SAY WHATCHA SAY WHAT","",4
"ewangs","The DUN DUN DUN cliffhanger. Ghost vampire invisible twins smoking hooka. French pervert is the bad guy. The Wachowskis get it","23 Jan 2024",NA
NA,"I wish there was more hacking in the sequels. I need to hear “I’m in” way more often than this",NA,NA
NA,"Ambitious and full of good lines but not what the original is. I wouldn’t have minded if it tries to be something else, but it felt just more like one action sequence to the next. off the wall crazy def, punch loaded with stunning visuals but neither sinister nor uplifting. I loved it because i feel obligated, actually ykw … yea no i still love it",NA,NA
NA,"The twins are so cool.",NA,NA
NA,"You can easily see why this pissed people off, because while The Matrix tried at every turn to make itself as accessible as possible, Reloaded is about as far in the opposite direction as any film with a producer would allow. The coffee-table philosophy loses a lot of its explication and becomes exponentially more important to the plot, and the structure asks a lot more from the audience. It's like listening to the star student on his first trip. The…",NA,NA
