"name_data","comment_data","date_data","rating_data","rating"
"ibrahim_10","This part is bad 👎👎👎👎I am desapoit 😢😢😓Rate : 5/10","21 Feb 2024","★★½",2
"be","QUEM foi o FDP PAU NO CU responsável por colocar o viado do JONATHAN GROFF e o INSUPORTÁVEL DO NEIL PATRICK HARRIS nessa bosta de filme?????????????? quem foi???. se esse tivesse a estética dos primeiros eu adicionaria umas duas estrelas ai.","21 Feb 2024","★★",2
"ignaciomunoz2","Mártir (no)Resurrections","","★",1
"Trakenite","'Not a favourite, but I enjoyed it fine-enough. Would probably have enjoyed it a little bit more if I'd seen the other three films (and hadn't drifted off in two plot-important scenes)...","18 Jan 2022","★★★",3
"Jaytor","Nach dem Matrix Rewatch, hab ich mich auch mal endlich an Matrix 4 gewagt.Nun Ja.Ich fand die anfängliche Idee des Films sehr spannend. Jedoch verrennt sich der Film dann in vielen unausgereiften Ideen.Keanu Reeves auch hier die perfekte Besetzung von Neo, macht den Film aber dadurch nicht essenziell besser.----------8","15 Feb 2024","★★½",2
"daniel","*boofs red pill*","21 Feb 2024","★★★",3
"MaddyLF","not a fan of the new Smith and Morpheus personalities - they were serious characters before and got turned into failed comedy characters was so confused for the first 30 minutes and kinda expected more but still good","09 Feb 2024","★★★",3
"agnfdhl","nostalgia","22 May 2022","★★★",3
"caiomaslevanto","Já tinha assistido mas só tô colocando aqui agora. Muita gente não gosta desse filme, mas eu gostei e tô com preguiça de desenvolver sobre isso. Me agrada mesmo claramente tendo problemas.","21 Feb 2024","★★★★",4
"Jack Torrence","This review may contain spoilers. I can handle the truth.","21 Feb 2024","★★★★",4
"Vanilla Franco","Bro, I don’t think I’m the intended demographic for this movie but gosh did I enjoy it. Bugs Bunny? I hate the actor’s accent. I even looked it up to see if it was her natural accent. It is. I’m so disappointed because the actor does such a good job and has such a good “matrix” look. The list of things I like about this movie exceeds what I don’t think works. Trinity gets powers now too which is really…","21 Feb 2024","★★★★",4
"elkenenvy","💕","21 Feb 2024","★★★",3
"art3mis0404","non binary matrix","21 Feb 2024","★★★★",4
"Buddy","niobe every five minutes: IM OLD","20 Feb 2024","★★★★",4
"haileydawn","Great way to end the universe but not my favorite matrix movie.","20 Feb 2024","★★",2
"gio","Lana—I get it. I wish more people did. And I love you.","20 Feb 2024","★★★",3
"ccal78","I don't even care this was good y'all...","20 Feb 2024","★★★½",3
"mdb246","be serious.","21 Feb 2024","★★★½",3
"JoeFig1127","Ha ha I liked the premise I really thought this movie would be stupid but they were able to provide a matrix experience on par with either of the sequels. The ending is by far the worst of the 4","20 Feb 2024",NA,NA
NA,"Looking at the review score before watching had me very sceptical  but I can gladly say I had a good time watching it . Finally finishing these movies honestly put everything in perspective got me thinking they’re so complex but they are a fun time . I actually really liked the plot of this with Neo saving Trinity. I’ve loved there character development throughout and watching them grow , plus all the callbacks from the previous movies had me smiling…",NA,NA,NA
NA,"I didn’t know what I was expecting but it wasn’t that.",NA,NA,NA
NA,"I actually enjoyed this a lot.",NA,NA,NA
"NAME Movies","My rating / Puntaje : 5.0","20 Feb 2024","★★½",2
"raphouchou","Es una película extraña. Es muy innecesaria pero siento que es mala a propósito. Las actuaciones están OK, no son buenas y no están al nivel de las otras 3 películas pero Keanu Reeves me gusta y los demás no están mal. La fotografía está meh, hay momentos donde la fotografía es un poco buena pero en general no me gustó mucho. El concepto me gustaba al principio, me gustaba que era un crítica…","20 Feb 2024","★★★",3
"Bobby","Les soeurs/frères Wachowski auraient pu s’arrêter a la trilogie…","20 Feb 2024","★★★½",3
"ihaveseen1film","I actually really liked this","20 Feb 2024","★★★",3
"scatterbrie","Oscillates frequently and violently between being a 2 star movie and a 5 star movie","20 Feb 2024","★★★★",4
"chunderbluffun","this hits a little different when u were trans and on twitter in the UK between 2019 and 2023.","20 Feb 2024","★★★½",3
"Willian De Carli","I feel like this probably happens to Gabe Newell at least once a week","20 Feb 2024","★★½",2
"Creed Baraan","Repete muitas idéias já usadas na trilogia, até gosto da relação Neo e Trinity, mas não tem muito mais a oferecer.","20 Feb 2024","★½",1
"jlprellezo","Ayayay smh could’ve done without 🤦‍♂️","20 Feb 2024","★",1
"Night_venom","How to ruin a perfect trilogy:","","★½",1
"jake_placencia","porque coño me vi esto","20 Feb 2024","★★★½",3
"purlgully","The actions dope, makes this enjoyable as an action movie but jfc why didn’t they stop at Revolutions…","20 Feb 2024","★★★",3
NA,"Definitely some flaws, most bothersome to me Agent Smith was very badly cast, but a fun time. You can see my office",NA,NA,NA
"Shaw","Donald Mustard jumpscare","20 Feb 2024","★★",2
"unknownaddict","As much as I tried enjoying the film but it just felt like a mixture of a personal FU (to a certain studio) and wokeness just kept on ruining moments","20 Feb 2024","★★½",2
"yokobiris","bon.","29 Jan 2024","★",1
"Olga","There was so much wasted potential.","20 Feb 2024","★★½",2
"kell_ys","Fuck this movie","20 Feb 2024","½",0
"Max_Torrance","Quelle merde cette franchise quand même. Les frères Wachowski auraient mieux fait de réaliser des pubs.","20 Feb 2024","½",0
"Kat 🌷🌱😘✨","The girls who get it get it and the girls who don’t don’t 😎","19 Feb 2024","★★★★½",4
"William Scorsese","I should known that half this movie was exposition to explain the meta story, while the other half was fan service to give closure to fans whose nails were already bitten off.","09 Dec 2022","★★½",2
"Zach Heltzel","Lana just made Sense8 again, but that’s fine, because Sense8 is for cool people who fuck and anyone who doesn’t like it (or this) is an ugly loser.","27 Dec 2021","★★★★",4
"Alexander Kilmer","How, in 2021, did they make a seemingly less gay movie than the original?","19 Feb 2024","★★★½",3
"Tiger Schultz","Honestly this may have been my favorite of the series. It's definitely up there with the first one. It expands on the ideas brought by the original film, and modernizes them. The casting is spectacular (though I would have appreciated a return of a few more originals), the costuming maintains the high levels of the original trilogy, and the cinematography is simply astounding.","19 Feb 2024","★★★★★",5
"Noman","I hope it ends. Unlike after the third one, I feel a sense of closure that allows me to enjoy it without wanting more. I can't say enough good things about it.","04 Jun 2022","★★★",3
NA,"according to my old tweet I found it surprisingly fun",NA,NA,NA
"#1OvertheHedgeStan","Pro-Tip:","19 Feb 2024","★½",1
"Aleh21","If your movie is just going to be a huge statement on the current state of blockbusters and essentially ruin story and world you already told and created then at least not have it be boring as shit.","19 Feb 2024","★★★½",3
"Christopher","As histórias que eles contam no filme para tentar nos convencer de que esse quarto filme era “necessário”, faz sentido e convence muito. Apesar de ter cenas de ação bem genérica e um nítido medo de ser ousado, é um filme divertido.","20 Feb 2024","★★★",3
"Ricky Zipp","I deeply respect this movie’s ambition… which is to acknowledge its own redundancy as part of its DNA.","19 Feb 2024","★★★★",4
"miket01","gets better every rewatch … bumping this up to four","","★½",1
"charlieluca","This film spent the first act arguing against its own existence, and never finds any sort of counterargument.","19 Feb 2024","★★★",3
"Joe Stone","mehtrix reloaded","19 Feb 2024","★★★",3
"marSelo001","I liked the bit where Bugs says ‘what’s up doc?’.","29 Dec 2021","½",0
"JhanLD","This review may contain spoilers. I can handle the truth.","19 Feb 2024","★★★",3
"Maurice Iffländer Rodriguez","Hace un rato, vi la cuarta película de Matrix, y voy a dar mis primeras impresiones… es un mal fan fiction, listo es lo primero que podía decir, lo estuve pensando algo tampoco mucho, ya que los últimos 4 días me hice un maratón de la saga una película por día, dato curioso, nunca me había visto la saga, no completa al menos, sabia como acababa y conocía unas cosas más, pero más allá de eso nada, y en verdad…","19 Feb 2024","★★",2
"Gary_Cooper","Se o nerdola ficou puto, o filme já tem seu mérito.","19 Feb 2024","★★★★",4
"Rafa","Jo ich weiß noch das ich diesen Film eigentlich im Kino sehen wollte. Naja 3 Jahre später habe ich ihn gesehen und denke mir das es ok war. Ich glaube die erste Stunde musste zu viel aufbauen damit dieser Film wieder funktionieren könnte. Er war Meta und wollte irgendwie bisschen witzig sein (hat bei mir nicht so gezündet). Ich glaube das prinzipiell die Idee ok gewesen wäre. Aber Matrix als IP ist schwierig weiter zu führen. Der Film wirkt/ist wie eine Zusammenfassung des ersten Teils plus mini eigenen Plot.","19 Feb 2024",NA,NA
NA,"All in all ist ein ok'er Action, aber schlechter Matrix Film",NA,NA,NA
NA,"This isn't even a real movie.",NA,NA,NA
NA,"I award you no points, and may God have mercy on your soul.",NA,NA,NA
NA,"Ainda continua a mesma mágica dessa trilogia",NA,NA,NA
"Pedro","Sim esse filme é bom","19 Feb 2024","★★★★",4
"FrenchIskandar","Ce film existe ?Il n'a aucun intérêt. On essaie de nous ressortir (avec force de second degré) le scénario du premier opus avec une mise en abyme. Mais rien n'y fait. On ne rentre pas dans le délire des Wachowski.Même la réunion Neo/Trinity (avec des acteurs vieillissants) ne réussit pas à nous replonger dans la magie de l'époque de la trilogie originelle.Bref, passez votre chemin.","21 Dec 2021","★★",2
"Thomas Chisnall","I have never been so disappointed and angry that a film exists. This should have never been made.","","½",0
